,rank,title,writer,year,citations,url,pdf_url,citations_url,explanation_detail,methodlist,objectlist,achivementlist
393,396.0, 3 波長干渉計測のためのクロストーク補正,"北川克一 - 計測自動制御学会産業論文,  - sice.jp",2009,8.0,https://www.sice.jp/ia-j/papers/09IA027.pdf,,"https://scholar.google.co.jp/scholar?cites=5521326531028576648&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,3 波長 干渉 計測,クロス トーク 補正
394,397.0,LED 開発の現状と照明の未来 (特集 固体光源のさらなる普及と活用分野の拡大に向けて),"天野浩 - 照明学会誌,  - ci.nii.ac.jp",2014,1.0,https://ci.nii.ac.jp/naid/110009688166/,,"https://scholar.google.co.jp/scholar?cites=14663559408304876365&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,LED 開発 現状 照明 未来 ( 特集 固体 光源 さら 普及 活用 分野 拡大 )
395,398.0,商業店舗における消費電力の削減と照明環境評価の向上を両立させる手法,"小�ｱ美希， 古賀誉章， 平手小太郎， 若林直子… - 日本建築学会技術 …,  - jstage.jst.go.jp",2014,1.0,https://www.jstage.jst.go.jp/article/aijt/20/46/20_1011/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=6828756147549711650&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,商業 店舗,消費 電力 削減 照明 環境 評価 向上 両立 手法
396,399.0,サーカディアンリズムへの光の影響,"戸田直宏 - 照明学会誌= JOURNAL OF THE ILLUMINATING …,  - ci.nii.ac.jp",2007,4.0,https://ci.nii.ac.jp/naid/110006404155/,,"https://scholar.google.co.jp/scholar?cites=16331411944742048558&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,サーカディアンリズム 光 影響
397,400.0,"青色蛍光灯 「ブルーソフト」 の夜間照明が奈良県の主要水稲品種'ヒノヒカリ'の生育, 収量, 品質および水田害虫等の誘引に及ぼす影響","杉山高世， 上田直也， 笹岡元信， 吉見孝則… - 奈良県農業総合センター …,  - ci.nii.ac.jp",2014,1.0,https://ci.nii.ac.jp/naid/120005863564/,,"https://scholar.google.co.jp/scholar?cites=5766686996346719365&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,青色 蛍光 灯 ブルー ソフト 夜間 照明 奈良 県 主要 水稲 品種 ' ヒノヒカリ ' 生育 収量 品質 水田 害虫 等 誘引 影響
398,401.0,ホログラフィック回折光学素子による光沢面検査用 RGB 照明の開発,"西郷知泰， 柴田進， 堀米秀嘉， 服部公央亮， 田口亮… - 精密工学会誌,  - jstage.jst.go.jp",2017,1.0,https://www.jstage.jst.go.jp/article/jjspe/83/12/83_1131/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=6998542264481680936&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,ホログラフィック 回折 光学 素子,,光沢 面 検査 用 RGB 照明 開発
399,402.0,白色 LED 照明の暗期照射がイネ品種 「コシヒカリ」 の開花誘導遺伝子 Hd3a 発現に及ぼす影響,"金子奈々恵， 山本晴彦， 岩谷潔， 原田陽子， 園山芳充 - 照明学会誌,  - jstage.jst.go.jp",2013,1.0,https://www.jstage.jst.go.jp/article/jieij/97/5/97_263/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=16371829035583169372&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,白色 LED 照明 期 照射 イネ 品種 コシヒカリ 開花 誘導 遺伝子 Hd 3 a 発現 影響
400,403.0,天井照明に設置したセンサデバイスを用いた食事画像自動記録システムの提案,"佐藤琢磨， 前川卓也 - 研究報告ユビキタスコンピューティング …,  - ipsj.ixsq.nii.ac.jp",2014,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=101437&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=15102735025430129886&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,天井 照明 設置 センサデバイス,,食事 画像 自動 記録 システム 提案
401,404.0, プラチナ構想と新エネルギー戦略,小宮山宏 -  - platinum.mri.co.jp,2007,16.0,http://platinum.mri.co.jp/sites/default/files/100830ATLS.pdf,,"https://scholar.google.co.jp/scholar?cites=11506966446435662399&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,プラチナ 構想 エネルギー 戦略
402,405.0,Digital Micromirror Device (DMD) を照明系に用いた新たな顕微鏡システムの開発,"若園佳彦， 櫻井孝司， 宮川厚夫， 山本清二… - … 生理学会大会発表要旨集,  - ci.nii.ac.jp",2005,1.0,https://ci.nii.ac.jp/naid/130005447912/,,"https://scholar.google.co.jp/scholar?cites=7650304890006049860&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,Digital Micromirror Device ( DMD ) 照明 系,,新た 顕微鏡 システム 開発
403,406.0,ドーム型照明を用いた非接触式測色システムの開発その 2: 自由曲面試料の光沢測定,"磯見麻衣， 酒井英樹， 伊與田浩志 - 日本色彩学会誌,  - jstage.jst.go.jp",2017,1.0,https://www.jstage.jst.go.jp/article/jcsaj/41/3+/41_12/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=7822551172944490872&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,ドーム 型 照明,,接触 式 色 システム 開発 2 : 自由 曲面 試料 光沢 測定
404,407.0,上方光束制御の異なる街路照明器具による視認性評価実験および等価光幕輝度算定に基づく考察,"岩田三千子， 内田重美 - 照明学会誌,  - jstage.jst.go.jp",2008,1.0,https://www.jstage.jst.go.jp/article/jieij/92/8A/92_8A_455/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=12974824039389241996&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,上方 光 束 制御 街路 照明 器具 視認 性 評価 実験 等価 光 幕 輝度 算定,,考察
405,408.0,世帯属性を考慮した住宅用エネルギー消費原単位の推定と将来予測,"田中昭雄， 久保隆太郎， 中上英俊… - 日本建築学会環境系論文集,  - jstage.jst.go.jp",2008,14.0,https://www.jstage.jst.go.jp/article/aije/73/628/73_628_823/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=5567507622918974522&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,世帯 属性 考慮 住宅 用 エネルギー 消費 単位 推定 将来 予測
406,409.0,個別分散空調システム・照明統合制御手法に関する研究 (第 1 報) 連続デマンド制御法の開発と運転検証結果,"岩井良真， 山口弘雅， 松下直幹… - 空気調和・衛生工学会大会 …,  - jstage.jst.go.jp",2013,1.0,https://www.jstage.jst.go.jp/article/shasetaikai/2013.9/0/2013.9_145/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=16264381421959756768&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,個別 分散 空調 システム 照明 統合 制御 手法 研究 ( 1 報 ) 連続 デマンド 制御 法 開発 運転 検証 結果
407,410.0,画像処理を用いた農産物の等階級選別手法に関する研究 (第 1 報)-直接照射方式照明の有効性,"栗田充隆， 近藤直 - 植物環境工学,  - jstage.jst.go.jp",2006,1.0,https://www.jstage.jst.go.jp/article/shita/18/1/18_1_9/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14380509901487526547&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,画像 処理,,農産物 階級 選別 手法 研究 ( 1 報 )- 直接 照射 方式 照明 有効 性
408,411.0," F-026 知的照明システムにおけるスマートフォンの内蔵照度センサを考慮した照度/光度影響度の決定手法の検討 (F 分野: 人工知能・ゲーム, 一般論文)","桑島奨， 三木光範， 池上久典， 間博人 - 情報科学技術フォーラム講演 …,  - ipsj.ixsq.nii.ac.jp",2014,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=153280&item_no=1&attribute_id=1&file_no=1,,"https://scholar.google.co.jp/scholar?cites=10830841772310223710&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,F - 026 知的 照明 システム,スマート フォン 内蔵 照度 センサ 考慮 照度 / 光度 影響 度 決定 手法 検討 ( F 分野 : 人工 知能 ゲーム 一般 論文 )
409,412.0,"三次元モデルに対する多視点からのテクスチャマッピングにおける照明ムラの低減法 (コンシューマ, 映像メディアおよび一般)","磯野友洋， 吉田俊之 - 映像情報メディア学会技術報告 .,  - jstage.jst.go.jp",2009,1.0,https://www.jstage.jst.go.jp/article/itetr/33.33/0/33.33_29/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=18098608564074868893&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,視点,三 次元 モデル テクスチャ マッピング,照明 ムラ 低減 法 ( コンシューマ 映像 メディア 一般 )
410,413.0,輝度分布を最適化する照明制御システムにおける輝度計測システムの精度の検討-デジタル一眼レフカメラを用いた輝度計測システムの構築,"江見明彦， 三木光範 - 第  回全国大会講演論文集,  - ipsj.ixsq.nii.ac.jp",2013,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=111387&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=11656075780248915942&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,輝度 計測 システム 精度 検討 - デジタル 一 眼 レフ カメラ,輝度 分布 最適 化 照明 制御 システム,輝度 計測 システム 構築
411,414.0,積分球を用いた光測定方法,"大久保和明 - 照明学会誌,  - jstage.jst.go.jp",2010,4.0,https://www.jstage.jst.go.jp/article/jieij/94/2/94_2_141/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=13647269286870193707&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,積分 球,,光 測定 方法
412,415.0,"可視光通信の現状 (特集 LED 光源応用の新しい展開: IT, フォトニクスとの融合)","春山真一郎 - 照明学会誌,  - ci.nii.ac.jp",2014,4.0,https://ci.nii.ac.jp/naid/110009857693/,,"https://scholar.google.co.jp/scholar?cites=9083730291968137027&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,可視 光通信 現状 ( 特集 LED 光源 応用 展開 : IT フォトニクス 融合 )
413,416.0,可視光通信,"春山真一郎 - 電子情報通信学会誌= The journal of the Institute of …,  - ci.nii.ac.jp",2011,17.0,https://ci.nii.ac.jp/naid/110008799247/,,"https://scholar.google.co.jp/scholar?cites=16623311612675262670&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,可視 光通信
414,417.0,"608 時系列ボリュームレンダリングに対する位相ベース照明設計 (J01-2 流体情報学と協調的可視化 (2), ジョイントセッション, 21 世紀地球環境革命の機械工学: 人・マイクロナノ …","藤代一成， 竹島由里子， 奈良岡亮太… - 年次大会講演論文集 …,  - jstage.jst.go.jp",2008,1.0,https://www.jstage.jst.go.jp/article/jsmemecjo/2008.6/0/2008.6_15/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=10052880522291554095&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,608 時 系列 ボリュームレンダリング,位相 ベース 照明 設計 ( J 01 - 2 流体 情報 学 協調 的 可視 化 ( 2 ジョイント セッション 21 世紀 地球 環境 革命 機械 工学 : 人 マイクロ ナノ
415,418.0,住宅の非居室における電灯照明の使用と採光の実態: 住宅における電灯と日除けの使い方に関するアンケート調査 その 1,"戸倉三和子， 三木保弘， 鈴木広隆 - 日本建築学会環境系論文集,  - jstage.jst.go.jp",2006,1.0,https://www.jstage.jst.go.jp/article/aije/71/602/71_KJ00004301623/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=18043492838397594477&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,住宅 居室,電灯 照明 使用 採光 実態 : 住宅
416,419.0, 反射型液晶パネル対応プロジェクター光学系,"佐藤浩 - 光学,  - annex.jsap.or.jp",2006,4.0,https://annex.jsap.or.jp/photonics/kogaku/public/35-06-kaisetsu4.pdf,,"https://scholar.google.co.jp/scholar?cites=3046335192658456085&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,反射 型 液晶 パネル 対応 プロジェクター 光学 系
417,420.0,照明変化を考慮した領域ベースの背景差分法による物体抽出 (サマーセミナー (若葉研究者の集い)「最先端ビジョン技術が拓く画像応用の新境地」),"達康典， 吉田俊之， 仲野豊 - 映像情報メディア学会技術報告 .,  - jstage.jst.go.jp",2008,1.0,https://www.jstage.jst.go.jp/article/itetr/32.35/0/32.35_45/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=15897604323430551639&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照明 変化 考慮 領域 ベース 背景 差分 法,,物体 抽出 ( サマー セミナー ( 若葉 研究 者 集い )「 最先端 ビジョン 技術 画像 応用 境地 )
418,421.0,多波長ワンショット干渉計測技術の開発と実用化,"北川克一， 坪井辰彦， 杉原洋樹， 杉山将， 小川英光 - 精密工学会誌,  - jstage.jst.go.jp",2012,6.0,https://www.jstage.jst.go.jp/article/jjspe/78/2/78_112/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=930854039155414548&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,波長 ワン ショット 干渉 計測 技術 開発 実用 化
419,422.0,LED ランプを用いた電灯照明によるヤガ類の防除技術-露地アスパラガス栽培でのハスモンヨトウによる被害低減効果に及ぼす黄色パルス光の照射方向の影響,"石倉聡， 星野滋， 杉本仁志 - 植物環境工学,  - jstage.jst.go.jp",2015,1.0,https://www.jstage.jst.go.jp/article/shita/27/4/27_195/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=9943549572402784247&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,LED ランプ 電灯 照明,,ヤガ 類 防除 技術 - 露地 アスパラガス 栽培 ハスモンヨトウ
420,423.0,同時摂動型最適化法を用いた適応型誤差拡散法による計算機合成ホログラムの位相コーディング,"松尾大樹， 松島恭治 - 映像情報メディア学会誌,  - jstage.jst.go.jp",2006,8.0,https://www.jstage.jst.go.jp/article/itej/60/4/60_4_561/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=7141686475518098966&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,同時 摂動 型 最適 化 法 適応 型 誤差 拡散 法,,計算 機 合成 ホログラム 位相 コーディング
421,424.0,"40238 窓からの昼光に連動した照明制御の心理・生理的効果に関する研究 (選抜梗概, 光環境・経年変化, オーガナイズドセッション, 環境工学 I, 2014 年度日本建築学会大会 …","望月悦子， 村江行忠 - 学術講演梗概集,  - ci.nii.ac.jp",2014,1.0,https://ci.nii.ac.jp/naid/110009856521/,,"https://scholar.google.co.jp/scholar?cites=3733286573042287018&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,40238 窓,,昼 光 連動 照明 制御 心理 生理 的 効果 研究 ( 選抜 梗概 光 環境 経年 変化 オーガナイズドセッション 環境 工学 I 2014 年度 日本 建築 学会 大会
422,425.0,街なかの伝統民家を再利用した地域福祉施設 「さんコープ河村邸」 の使われ方,"中園眞人， 山本幸子， 加登田恵子 - 日本建築学会計画系論文集,  - jlc.jst.go.jp",2010,5.0,http://jlc.jst.go.jp/DN/JALC/00355260715?from=Google,,"https://scholar.google.co.jp/scholar?cites=10934437030917441645&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,街なか 伝統 民家,,地域 福祉 施設 さん コープ 河村 邸 方
423,426.0,[引用][C] マシンビジョンライティング基礎編,増村茂樹 -  - 日本インダストリアルイメージング協会,2007,3.0,,,"https://scholar.google.co.jp/scholar?cites=13362917276323362128&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] マシンビジョンライティング 基礎 編
424,427.0,光とメラトニン,"野口公喜 - 照明学会誌,  - ci.nii.ac.jp",2009,3.0,https://ci.nii.ac.jp/naid/110007126779/,,"https://scholar.google.co.jp/scholar?cites=7669608472732738678&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,光 メラトニン
425,428.0,3 波長ワンショット干渉計測,"北川克一 - 精密工学会学術講演会講演論文集  年度精密工学会 …,  - jstage.jst.go.jp",2008,7.0,https://www.jstage.jst.go.jp/article/pscjspe/2008A/0/2008A_0_179/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=11551920014841225328&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,3 波長 ワン ショット 干渉 計測
426,429.0,"2 次元送受信機による高速な並列空間可視光通信システムの設計 (MPλ (Lambda) S, フォトニックネットワーク/制御, 光波長変換, スイッチング, 一般)","石田正徳， 宮内聡， 小峯敏彦， 春山真一郎… - 電子情報通信学会技術 …,  - ci.nii.ac.jp",2005,6.0,https://ci.nii.ac.jp/naid/10016153284/,,"https://scholar.google.co.jp/scholar?cites=6893053534840416344&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,2 次元 送受信 機,,高速 並列 空間 可視 光通信 システム 設計 ( MP ( Lambda ) S フォトニックネットワーク / 制御 光 波長 変換 スイッチング 一般 )
